timestamp,ticker,open,high,low,close,volume
2024-01-02,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-03,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-04,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-05,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-08,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-09,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-10,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-11,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-12,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-15,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-16,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-17,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-18,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-19,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-22,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-23,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-24,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-25,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-26,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-29,TRAP1,100.00,100.50,99.50,100.00,100000
2024-01-30,TRAP1,100.00,200.00,100.00,200.00,500000
2024-01-31,TRAP1,200.00,200.50,199.50,200.00,100000
2024-02-01,TRAP1,200.00,200.50,199.50,200.00,100000
2024-02-02,TRAP1,200.00,200.50,199.50,200.00,100000
2024-02-05,TRAP1,200.00,200.50,199.50,200.00,100000
2024-02-06,TRAP1,200.00,200.50,199.50,200.00,100000
2024-02-07,TRAP1,200.00,200.50,199.50,200.00,100000
2024-02-08,TRAP1,200.00,200.50,199.50,200.00,100000
2024-02-09,TRAP1,200.00,200.50,199.50,200.00,100000
2024-02-12,TRAP1,200.00,200.50,199.50,200.00,100000







































